id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
872924,LA,INDIVIDUAL,7 years,Great American Insurance Co,A,MORTGAGE,9/11/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,1087151,credit card,A1, 36 months,Not Verified,70000,0.135,392.08,0.054,13000,39,14115
863065,AZ,INDIVIDUAL,7 years,PING Golf,A,MORTGAGE,8/11/2021,1/16/2021,7/13/2021,Fully Paid,8/13/2021,1076128,credit card,A4, 36 months,Not Verified,48800,0.260,279.92,0.075,9000,30,9900
535075,TX,INDIVIDUAL,< 1 year,Bertling,A,MORTGAGE,6/10/2021,5/16/2021,7/13/2021,Fully Paid,8/13/2021,691452,credit card,A3, 36 months,Not Verified,36000,0.051,278.48,0.071,9000,13,10026
443197,TX,INDIVIDUAL,< 1 year,MUSTANG ENGINEERING,A,MORTGAGE,9/9/2021,5/16/2021,12/3/2021,Fully Paid,4/12/2021,520962,credit card,A5, 36 months,Not Verified,135000,0.138,349.49,0.089,11000,34,12450
618247,IL,INDIVIDUAL,2 years,Galesburg Cottage Hospital,A,MORTGAGE,11/10/2021,1/16/2021,12/13/2021,Fully Paid,1/13/2022,792551,credit card,A2, 36 months,Not Verified,60000,0.081,181.21,0.058,9250,13,6523
373547,IL,INDIVIDUAL,4 years,MRK Express Inc,A,MORTGAGE,1/9/2021,8/10/2021,9/12/2021,Fully Paid,1/9/2022,393679,credit card,A5, 36 months,Not Verified,76800,0.000,320.95,0.096,10000,21,10714
871592,CA,INDIVIDUAL,6 years,The Doctors Company,A,MORTGAGE,9/11/2021,2/12/2021,12/2/2021,Fully Paid,3/12/2021,1085720,credit card,A2, 36 months,Not Verified,105000,0.029,304.18,0.06,10000,20,10238
977674,KS,INDIVIDUAL,7 years,Wachter Electric,A,MORTGAGE,10/11/2021,5/16/2021,5/13/2021,Fully Paid,6/13/2021,1200475,credit card,A2, 36 months,Not Verified,55000,0.170,245.63,0.066,8000,29,8626
460894,AK,INDIVIDUAL,7 years,MEDDAC -AK,A,MORTGAGE,11/9/2021,5/16/2021,12/12/2021,Fully Paid,1/12/2022,575669,credit card,A5, 36 months,Not Verified,50400,0.224,349.49,0.089,11000,14,12581
515881,IL,INDIVIDUAL,1 year,Deutsche Boerse,A,MORTGAGE,5/10/2021,3/13/2021,2/13/2021,Fully Paid,3/13/2021,526554,credit card,A5, 36 months,Not Verified,122000,0.076,250.25,0.079,8000,25,8988
403400,KS,INDIVIDUAL,10+ years,hawker beechcraft corporation,A,MORTGAGE,5/9/2021,9/15/2021,11/1/2021,Fully Paid,2/11/2021,448760,credit card,A5, 36 months,Not Verified,52000,0.120,96.29,0.096,3000,11,3354
347554,KS,INDIVIDUAL,6 years,M6 Concrete Accessories,A,MORTGAGE,5/8/2021,5/16/2021,11/5/2021,Fully Paid,6/11/2021,348145,credit card,A4, 36 months,Not Verified,39000,0.108,151.13,0.083,7100,18,5440
414483,MI,INDIVIDUAL,1 year,DTE Energy Co.,B,MORTGAGE,6/9/2021,4/16/2021,11/9/2021,Fully Paid,10/11/2021,468737,credit card,B1, 36 months,Not Verified,62000,0.141,212.64,0.11,6500,13,7552
360501,CA,INDIVIDUAL,1 year,Michelle Kaufmann Designs,B,MORTGAGE,11/8/2021,2/13/2021,11/5/2021,Fully Paid,6/11/2021,368309,credit card,B2, 36 months,Not Verified,75000,0.202,126.78,0.105,3900,15,4541
709881,TX,INDIVIDUAL,1 year,Aker Solutions,B,MORTGAGE,3/11/2021,5/16/2021,4/14/2021,Fully Paid,5/14/2021,902559,credit card,B3, 36 months,Not Verified,95000,0.245,486.62,0.104,15000,26,17518
450995,IL,INDIVIDUAL,1 year,"City of Aurora, IL",B,MORTGAGE,10/9/2021,7/14/2021,12/11/2021,Fully Paid,12/12/2021,555277,credit card,B4, 36 months,Not Verified,77078,0.118,114.06,0.122,3425,24,4106
811761,OH,INDIVIDUAL,1 year,IMS Pet,B,MORTGAGE,7/11/2021,5/16/2021,7/14/2021,Fully Paid,8/14/2021,1018838,credit card,B5, 36 months,Not Verified,77000,0.159,132.84,0.12,4000,13,4782
1050212,CA,INDIVIDUAL,1 year,LAMPE CHRYSLER DODGE JEEP RAM,B,MORTGAGE,12/11/2021,2/16/2021,2/15/2021,Fully Paid,3/15/2021,1281433,credit card,B5, 36 months,Not Verified,55000,0.123,553.49,0.127,16500,29,19944
506274,TX,INDIVIDUAL,10+ years,UT Southwestern,B,MORTGAGE,4/10/2021,1/16/2021,12/7/2021,Fully Paid,8/12/2021,652704,credit card,B1, 36 months,Not Verified,57000,0.075,257.69,0.099,8000,27,9164
970862,CA,INDIVIDUAL,10+ years,,B,MORTGAGE,10/11/2021,4/16/2021,5/14/2021,Fully Paid,6/14/2021,1192551,credit card,B1, 36 months,Not Verified,60000,0.109,193.35,0.099,6000,9,6937
807631,AL,INDIVIDUAL,10+ years,ACTION OF ENTERPRISE,B,MORTGAGE,7/11/2021,7/14/2021,7/14/2021,Fully Paid,8/14/2021,1014231,credit card,B1, 36 months,Not Verified,71000,0.112,241.97,0.1,7500,24,8711
450224,NY,INDIVIDUAL,10+ years,jamestown public schools,B,MORTGAGE,10/9/2021,3/12/2021,12/3/2021,Fully Paid,4/12/2021,553631,credit card,B2, 36 months,Not Verified,60380,0.182,197.82,0.115,6000,36,7055
502217,FL,INDIVIDUAL,10+ years,Server Admin Inc,B,MORTGAGE,4/10/2021,5/16/2021,4/13/2021,Fully Paid,5/13/2021,645753,credit card,B2, 36 months,Not Verified,98000,0.131,453.39,0.103,14000,26,16323
1038061,PA,INDIVIDUAL,10+ years,Anderson Equipment,B,MORTGAGE,11/11/2021,5/16/2021,12/11/2021,Fully Paid,12/12/2021,1267975,credit card,B2, 36 months,Not Verified,75000,0.175,390.88,0.107,12000,28,13029
497476,SC,INDIVIDUAL,10+ years,Milliken & Co.,B,MORTGAGE,4/10/2021,5/16/2021,5/13/2021,Fully Paid,6/13/2021,637783,credit card,B2, 36 months,Not Verified,84000,0.122,809.62,0.103,25000,30,29147
788259,CA,INDIVIDUAL,10+ years,John Muir Medical,B,MORTGAGE,6/11/2021,5/16/2021,5/13/2021,Fully Paid,6/13/2021,991925,credit card,B2, 36 months,Not Verified,100000,0.137,572.8,0.106,17600,34,20115
789249,PA,INDIVIDUAL,10+ years,Royer's Florists,B,MORTGAGE,6/11/2021,9/15/2021,8/13/2021,Fully Paid,9/13/2021,993110,credit card,B3, 36 months,Not Verified,28000,0.156,327.34,0.11,10000,29,11586
755057,NJ,INDIVIDUAL,10+ years,Horizon Blue Cross Blue Shield of NJ,B,MORTGAGE,5/11/2021,5/16/2021,8/13/2021,Fully Paid,9/13/2021,954830,credit card,B3, 36 months,Not Verified,135000,0.106,327.34,0.11,10000,36,11655
311749,VA,INDIVIDUAL,10+ years,American Airlines,B,MORTGAGE,4/8/2021,11/13/2021,11/4/2021,Fully Paid,5/11/2021,311742,credit card,B3, 36 months,Not Verified,140000,0.027,315.78,0.101,25000,18,11368
818783,FL,INDIVIDUAL,10+ years,Comcast,B,MORTGAGE,7/11/2021,2/14/2021,2/14/2021,Fully Paid,3/14/2021,1026802,credit card,B3, 36 months,Not Verified,64000,0.151,261.88,0.11,8000,29,9379
594026,CA,INDIVIDUAL,10+ years,Ortho Organizers,B,MORTGAGE,10/10/2021,10/13/2021,10/13/2021,Fully Paid,11/13/2021,762826,credit card,B4, 36 months,Not Verified,32642,0.151,280.26,0.115,8500,9,10089
701869,OH,INDIVIDUAL,10+ years,Metrohealth Medical Center,B,MORTGAGE,3/11/2021,6/13/2021,6/13/2021,Fully Paid,7/13/2021,893694,credit card,B4, 36 months,Not Verified,55000,0.083,313.12,0.107,9600,13,11125
519155,AZ,INDIVIDUAL,10+ years,JPMorgan Chase,B,MORTGAGE,5/10/2021,6/13/2021,6/13/2021,Fully Paid,7/13/2021,671177,credit card,B4, 36 months,Not Verified,44400,0.156,441.91,0.11,21000,14,15909
541249,WA,INDIVIDUAL,10+ years,Pierce County,B,MORTGAGE,7/10/2021,5/16/2021,7/13/2021,Fully Paid,8/13/2021,698665,credit card,B4, 36 months,Not Verified,72000,0.203,263.78,0.115,8000,22,9496
511157,CO,INDIVIDUAL,10+ years,Bechtel,B,MORTGAGE,5/10/2021,5/16/2021,5/13/2021,Fully Paid,6/13/2021,660209,credit card,B4, 36 months,Not Verified,119000,0.100,589.24,0.11,18000,29,21213
797886,OH,INDIVIDUAL,10+ years,united states postal service,B,MORTGAGE,6/11/2021,4/16/2021,6/13/2021,Fully Paid,7/13/2021,1002938,credit card,B4, 36 months,Not Verified,55000,0.158,395.66,0.115,12000,19,13915
516241,MA,INDIVIDUAL,10+ years,Independence Insurance Agency,B,MORTGAGE,5/10/2021,4/16/2021,1/13/2021,Fully Paid,2/13/2021,667237,credit card,B4, 36 months,Not Verified,75000,0.212,137.49,0.11,4200,56,4922
474298,CA,INDIVIDUAL,10+ years,Art Center College of Design,B,MORTGAGE,1/10/2021,5/15/2021,1/13/2021,Fully Paid,2/13/2021,599923,credit card,B4, 36 months,Not Verified,234000,0.129,719.28,0.122,21600,36,25895
815357,CA,INDIVIDUAL,10+ years,Health Science Associates,B,MORTGAGE,7/11/2021,4/13/2021,4/13/2021,Fully Paid,5/13/2021,1023012,credit card,B5, 36 months,Not Verified,54000,0.091,398.52,0.12,12000,8,13896
474176,CA,INDIVIDUAL,10+ years,The Stone Companies,B,MORTGAGE,1/10/2021,9/12/2021,12/9/2021,Fully Paid,10/12/2021,599762,credit card,B5, 36 months,Not Verified,79560,0.078,267.74,0.125,8000,16,9624
499187,NJ,INDIVIDUAL,10+ years,,B,MORTGAGE,4/10/2021,8/12/2021,12/8/2021,Fully Paid,9/12/2021,640582,credit card,B5, 36 months,Not Verified,75500,0.091,230.38,0.114,7000,28,8199
403953,TX,INDIVIDUAL,10+ years,department of public safety,B,MORTGAGE,5/9/2021,11/15/2021,12/6/2021,Fully Paid,7/12/2021,433442,credit card,B5, 36 months,Not Verified,70000,0.169,692.95,0.122,20800,31,24946
395645,AL,INDIVIDUAL,10+ years,United States Postal Service,B,MORTGAGE,4/9/2021,5/12/2021,12/5/2021,Fully Paid,6/12/2021,435312,credit card,B5, 36 months,Not Verified,52000,0.193,506.39,0.122,15200,27,18230
758984,KS,INDIVIDUAL,2 years,Global Prairie,B,MORTGAGE,5/11/2021,10/15/2021,12/13/2021,Fully Paid,1/13/2022,959199,credit card,B1, 36 months,Not Verified,60000,0.135,387.15,0.1,12000,22,13872
531845,CA,INDIVIDUAL,2 years,Avenal State Prison,B,MORTGAGE,6/10/2021,5/16/2021,7/13/2021,Fully Paid,8/13/2021,687529,credit card,B2, 36 months,Not Verified,28644,0.119,326.21,0.108,10000,15,11744
732505,CA,INDIVIDUAL,2 years,Security Business Bank,B,MORTGAGE,4/11/2021,5/16/2021,5/14/2021,Fully Paid,6/14/2021,928715,credit card,B2, 36 months,Not Verified,78400,0.170,38.73,0.1,1200,11,1394
786045,AL,INDIVIDUAL,2 years,"DMD, LLC",B,MORTGAGE,6/11/2021,5/16/2021,2/14/2021,Fully Paid,3/14/2021,989405,credit card,B2, 36 months,Not Verified,63000,0.147,325.45,0.106,10000,20,11675
308403,TX,INDIVIDUAL,2 years,ArcherPoint,B,MORTGAGE,4/8/2021,10/8/2021,8/11/2021,Fully Paid,12/8/2021,308383,credit card,B2, 36 months,Not Verified,114000,0.143,482.32,0.098,15000,29,15792
473701,GA,INDIVIDUAL,2 years,Northeast Georgia Health Systlems,B,MORTGAGE,2/10/2021,5/16/2021,3/13/2021,Fully Paid,4/13/2021,598884,credit card,B3, 36 months,Not Verified,70000,0.199,150.59,0.106,4625,24,5422
527029,DE,INDIVIDUAL,2 years,Access Group,B,MORTGAGE,6/10/2021,3/16/2021,12/2/2021,Fully Paid,3/12/2021,681729,credit card,B5, 36 months,Not Verified,50000,0.200,132.59,0.119,4000,18,4605
491663,CA,INDIVIDUAL,2 years,"double barrel environmental services, in",B,MORTGAGE,3/10/2021,5/16/2021,10/9/2021,Fully Paid,10/10/2021,628402,credit card,B5, 36 months,Not Verified,48000,0.120,181.02,0.114,5500,31,5735
960817,IL,INDIVIDUAL,2 years,Wolf and Company,B,MORTGAGE,10/11/2021,10/14/2021,1/14/2021,Fully Paid,2/14/2021,1181568,credit card,B5, 36 months,Not Verified,68000,0.182,402.54,0.127,12000,31,14307
833103,MO,INDIVIDUAL,3 years,Ollis & Co,B,MORTGAGE,8/11/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,1042650,credit card,B3, 36 months,Not Verified,35000,0.221,327.34,0.11,10000,27,11784
801643,TX,INDIVIDUAL,3 years,"Altep, Inc",B,MORTGAGE,7/11/2021,2/13/2021,1/13/2021,Fully Paid,2/13/2021,1007241,credit card,B3, 36 months,Not Verified,65000,0.098,39.29,0.11,1200,18,1356
493960,OH,INDIVIDUAL,3 years,Sanger & Eby,B,MORTGAGE,3/10/2021,5/16/2021,4/13/2021,Fully Paid,5/13/2021,632190,credit card,B4, 36 months,Not Verified,63000,0.115,491.03,0.11,15000,34,17678
837733,CA,INDIVIDUAL,3 years,Good Samaritan Hospital,B,MORTGAGE,8/11/2021,8/14/2021,3/14/2021,Fully Paid,4/14/2021,1047776,credit card,B4, 36 months,Not Verified,190000,0.162,461.6,0.115,14000,38,16553
493293,VA,INDIVIDUAL,3 years,Boehringer Ingelheim,B,MORTGAGE,3/10/2021,10/12/2021,12/5/2021,Fully Paid,6/12/2021,631022,credit card,B4, 36 months,Not Verified,106000,0.195,196.42,0.11,6000,64,6957
548511,GA,INDIVIDUAL,4 years,International Greetings,B,MORTGAGE,9/11/2021,5/16/2021,7/14/2021,Fully Paid,8/14/2021,707150,credit card,B1, 36 months,Not Verified,74000,0.073,387.15,0.1,12000,17,13928
694798,AZ,INDIVIDUAL,4 years,Lake Hills Inn,B,MORTGAGE,3/11/2021,3/16/2021,2/14/2021,Fully Paid,3/14/2021,885766,credit card,B1, 36 months,Not Verified,56000,0.099,322.55,0.096,10050,27,11609
502625,IL,INDIVIDUAL,4 years,GE,B,MORTGAGE,4/10/2021,5/16/2021,10/5/2021,Fully Paid,6/10/2021,646476,credit card,B1, 36 months,Not Verified,64700,0.187,386.53,0.099,12000,48,12100
750811,GA,INDIVIDUAL,4 years,State of Georgia--DOAS State Purchasing,B,MORTGAGE,5/11/2021,2/14/2021,1/14/2021,Fully Paid,2/14/2021,950204,credit card,B2, 36 months,Not Verified,72000,0.195,488.18,0.106,15000,17,17534
584842,CA,INDIVIDUAL,4 years,Logigear Corporation,B,MORTGAGE,9/10/2021,10/13/2021,10/13/2021,Fully Paid,11/13/2021,751487,credit card,B3, 36 months,Not Verified,43344,0.110,327.96,0.111,10000,12,11807
685486,CO,INDIVIDUAL,4 years,Zengo Restaurant,B,MORTGAGE,2/11/2021,2/13/2021,2/13/2021,Fully Paid,3/13/2021,875134,credit card,B3, 36 months,Not Verified,60000,0.121,287.11,0.104,8850,10,10016
984940,TX,INDIVIDUAL,4 years,Banfield Pet Hospital,B,MORTGAGE,10/11/2021,3/15/2021,3/13/2021,Fully Paid,4/13/2021,1208790,credit card,B4, 36 months,Not Verified,120000,0.110,80.2,0.124,2400,39,2741
341419,IL,INDIVIDUAL,4 years,The Weglarz Co.,B,MORTGAGE,4/8/2021,5/11/2021,11/5/2021,Fully Paid,6/11/2021,341404,credit card,B5, 36 months,Not Verified,30000,0.203,163.01,0.107,5000,24,5868
473665,MI,INDIVIDUAL,4 years,Streamline Technologies,B,MORTGAGE,1/10/2021,10/11/2021,11/10/2021,Fully Paid,11/11/2021,598805,credit card,B5, 36 months,Not Verified,86670,0.201,669.33,0.125,20000,36,23305
517060,VA,INDIVIDUAL,5 years,Minerals Management Service,B,MORTGAGE,5/10/2021,5/16/2021,5/13/2021,Fully Paid,6/13/2021,668257,credit card,B1, 36 months,Not Verified,79864,0.096,57.98,0.099,1800,23,2087
500195,KY,INDIVIDUAL,5 years,Shinwa USA,B,MORTGAGE,4/10/2021,5/16/2021,11/10/2021,Fully Paid,11/11/2021,642324,credit card,B2, 36 months,Not Verified,57600,0.112,485.78,0.103,15000,20,16817
518195,CA,INDIVIDUAL,5 years,City of Hemet Fire Dept,B,MORTGAGE,5/10/2021,5/13/2021,6/13/2021,Fully Paid,7/13/2021,669796,credit card,B2, 36 months,Not Verified,110000,0.057,485.78,0.103,15000,16,17489
435238,SD,INDIVIDUAL,5 years,SD School F/T Blind and Visually Impaired,B,MORTGAGE,8/9/2021,2/16/2021,11/1/2021,Fully Paid,2/11/2021,428872,credit card,B2, 36 months,Not Verified,42200,0.138,435.19,0.115,13200,55,14850
1035963,GA,INDIVIDUAL,5 years,Marsh,B,MORTGAGE,11/11/2021,12/14/2021,12/14/2021,Fully Paid,1/14/2022,1265621,credit card,B3, 36 months,Not Verified,80000,0.140,314.23,0.117,9500,17,11312
496829,KY,INDIVIDUAL,5 years,"Southern Colorado Critical Care Nurses,",B,MORTGAGE,3/10/2021,5/16/2021,12/3/2021,Fully Paid,4/12/2021,636723,credit card,B3, 36 months,Not Verified,87663,0.175,468.86,0.106,14400,38,16517
833679,CA,INDIVIDUAL,5 years,Wesco Aircraft,B,MORTGAGE,8/11/2021,8/14/2021,8/14/2021,Fully Paid,9/14/2021,1043372,credit card,B5, 36 months,Not Verified,64800,0.058,66.42,0.12,2000,10,2391
391645,NY,INDIVIDUAL,5 years,,B,MORTGAGE,4/9/2021,3/14/2021,12/4/2021,Fully Paid,5/12/2021,427801,credit card,B5, 36 months,Not Verified,75000,0.110,333.15,0.122,10000,29,11993
1054000,MN,INDIVIDUAL,6 years,Jamar,B,MORTGAGE,12/11/2021,4/16/2021,12/14/2021,Fully Paid,1/14/2022,1285608,credit card,B3, 36 months,Not Verified,50000,0.102,396.92,0.117,12000,15,14289
601726,CA,INDIVIDUAL,6 years,Gavial Eng & Mfg,B,MORTGAGE,10/10/2021,10/14/2021,11/13/2021,Fully Paid,12/13/2021,772097,credit card,B3, 36 months,Not Verified,78720,0.176,320.9,0.096,10000,28,11552
364515,MI,INDIVIDUAL,7 years,EWI Worldwide,B,MORTGAGE,11/8/2021,10/15/2021,10/3/2021,Fully Paid,4/10/2021,375137,credit card,B2, 36 months,Not Verified,52000,0.199,117.03,0.105,3600,47,3991
970938,IL,INDIVIDUAL,7 years,Jerry's Sandwiches LLC,B,MORTGAGE,10/11/2021,4/16/2021,10/14/2021,Fully Paid,11/14/2021,1192643,credit card,B3, 36 months,Not Verified,58000,0.078,238.15,0.117,7200,16,8573
1030450,NJ,INDIVIDUAL,7 years,Battelle,B,MORTGAGE,11/11/2021,5/16/2021,12/14/2021,Fully Paid,1/14/2022,1259837,credit card,B3, 36 months,Not Verified,65000,0.127,231.54,0.117,7000,20,8335
460848,LA,INDIVIDUAL,8 years,USACE,B,MORTGAGE,11/9/2021,4/16/2021,10/1/2021,Fully Paid,2/10/2021,575597,credit card,B2, 36 months,Not Verified,100000,0.052,428.59,0.115,13000,50,13125
878233,TX,INDIVIDUAL,8 years,ASM,B,MORTGAGE,9/11/2021,1/14/2021,4/13/2021,Fully Paid,5/13/2021,1093001,credit card,B3, 36 months,Not Verified,88000,0.175,476.3,0.117,14400,13,16402
548261,FL,INDIVIDUAL,9 years,Publix,B,MORTGAGE,7/10/2021,4/13/2021,11/11/2021,Fully Paid,12/11/2021,706891,credit card,B1, 36 months,Not Verified,38400,0.197,389.36,0.104,12000,19,13288
694156,MA,INDIVIDUAL,9 years,Progression inc,B,MORTGAGE,3/11/2021,4/14/2021,4/14/2021,Fully Paid,5/14/2021,885043,credit card,B3, 36 months,Not Verified,108000,0.148,593.68,0.104,18300,21,21372
560464,WA,INDIVIDUAL,9 years,"Insight Enterprises, Inc.",B,MORTGAGE,8/10/2021,8/13/2021,8/13/2021,Fully Paid,9/13/2021,721364,credit card,B5, 36 months,Not Verified,107221,0.045,331.48,0.119,10000,23,11934
445164,VA,INDIVIDUAL,9 years,"Phams Car Care Center, Inc.",B,MORTGAGE,9/9/2021,3/14/2021,11/2/2021,Fully Paid,3/11/2021,543473,credit card,B5, 36 months,Not Verified,60000,0.054,317.93,0.125,9500,20,10799
441046,OH,INDIVIDUAL,< 1 year,State of Ohio,B,MORTGAGE,9/9/2021,12/15/2021,12/10/2021,Fully Paid,11/12/2021,534717,credit card,B1, 36 months,Not Verified,70092,0.110,457.61,0.111,13950,35,16475
468280,CA,INDIVIDUAL,< 1 year,couch distributing,B,MORTGAGE,12/9/2021,3/16/2021,11/1/2021,Fully Paid,2/11/2021,589705,credit card,B2, 36 months,Not Verified,42000,0.000,148.36,0.115,4500,7,4841
713097,IL,INDIVIDUAL,< 1 year,RELO Direct,B,MORTGAGE,4/11/2021,5/16/2021,4/14/2021,Fully Paid,5/14/2021,906283,credit card,B2, 36 months,Not Verified,46350,0.190,314.61,0.1,9750,16,11326
737563,NY,INDIVIDUAL,< 1 year,"Blackbaud, Inc.",B,MORTGAGE,4/11/2021,10/13/2021,10/13/2021,Fully Paid,11/13/2021,934761,credit card,B2, 36 months,Not Verified,85000,0.159,322.68,0.1,10000,16,11543
365196,NY,INDIVIDUAL,< 1 year,Retired,B,MORTGAGE,2/10/2021,11/12/2021,12/10/2021,Fully Paid,11/12/2021,376105,credit card,B3, 36 months,Not Verified,55728,0.014,423.28,0.106,13000,7,15201
490396,PA,INDIVIDUAL,< 1 year,Respironics/ Phillips,B,MORTGAGE,3/10/2021,3/13/2021,3/13/2021,Fully Paid,4/13/2021,626136,credit card,B4, 36 months,Not Verified,72000,0.214,785.65,0.11,24000,13,28284
743336,WA,INDIVIDUAL,10+ years,"Pacific Vascular, Inc",B,MORTGAGE,6/11/2021,2/16/2021,12/3/2021,Fully Paid,4/12/2021,941574,credit card,B2, 36 months,Not Verified,90000,0.089,683.45,0.106,21000,27,22506
986770,MO,INDIVIDUAL,10+ years,Internal Revenue Service,B,MORTGAGE,10/11/2021,5/16/2021,10/14/2021,Fully Paid,11/14/2021,1210749,credit card,B4, 36 months,Not Verified,115000,0.114,334.16,0.124,10000,23,12029
427339,OK,INDIVIDUAL,10+ years,Oak Patch Gifts,B,MORTGAGE,7/9/2021,11/15/2021,12/8/2021,Fully Paid,9/12/2021,504863,credit card,B5, 36 months,Not Verified,40000,0.083,116.61,0.122,3500,17,4198
887980,KS,INDIVIDUAL,4 years,University of Kansas,B,MORTGAGE,9/11/2021,5/16/2021,12/1/2021,Fully Paid,2/12/2021,1104261,credit card,B3, 36 months,Not Verified,51800,0.118,238.15,0.117,7200,23,7406
372839,MI,INDIVIDUAL,7 years,u of m,B,MORTGAGE,1/9/2021,2/9/2021,9/2/2021,Fully Paid,3/9/2021,392099,credit card,B3, 36 months,Not Verified,69000,0.219,495.21,0.116,15000,39,15145
463418,CA,INDIVIDUAL,1 year,Meadow Electric,B,MORTGAGE,2/10/2021,2/13/2021,2/13/2021,Fully Paid,3/13/2021,580207,credit card,B2, 36 months,Not Verified,72000,0.049,518.16,0.103,16000,26,18654
837814,TX,INDIVIDUAL,1 year,Tema Oil & Gas,B,MORTGAGE,8/11/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,1047869,credit card,B5, 36 months,Not Verified,81600,0.053,239.11,0.12,7200,25,8608
481202,WI,INDIVIDUAL,1 year,Nielsen,B,MORTGAGE,2/10/2021,6/15/2021,11/12/2021,Fully Paid,1/11/2022,611952,credit card,B5, 36 months,Not Verified,166000,0.178,771.77,0.114,23450,52,26952
1031168,SD,INDIVIDUAL,10+ years,dacotah bank,B,MORTGAGE,11/11/2021,5/16/2021,12/14/2021,Fully Paid,1/14/2022,1260572,credit card,B1, 36 months,Not Verified,75000,0.198,481.77,0.099,14950,23,17343
489087,CA,INDIVIDUAL,10+ years,LoJack Corporation,B,MORTGAGE,2/10/2021,9/12/2021,12/9/2021,Fully Paid,10/12/2021,623916,credit card,B2, 36 months,Not Verified,105000,0.159,388.62,0.103,12000,29,13922
638430,PA,INDIVIDUAL,10+ years,Martin Limestone Inc,B,MORTGAGE,12/10/2021,1/14/2021,1/14/2021,Fully Paid,2/14/2021,817807,credit card,B3, 36 months,Not Verified,60000,0.062,288.81,0.096,9000,30,10397
868619,TX,INDIVIDUAL,10+ years,"Securitas Security Services USA, Inc.",B,MORTGAGE,9/11/2021,7/15/2021,9/13/2021,Fully Paid,10/13/2021,1082301,credit card,B4, 36 months,Not Verified,50123,0.223,72.54,0.115,2200,27,2560
781808,TX,INDIVIDUAL,10+ years,"HCA IT&S FIELD OPER, INC",B,MORTGAGE,6/11/2021,4/13/2021,12/8/2021,Fully Paid,9/12/2021,984725,credit card,B4, 36 months,Not Verified,56700,0.188,499.08,0.121,15000,29,16788
1030426,NY,INDIVIDUAL,10+ years,"UHS Hospitals, Inc.",B,MORTGAGE,11/11/2021,4/16/2021,12/8/2021,Fully Paid,9/12/2021,1259814,credit card,B5, 36 months,Not Verified,45136,0.108,341.32,0.127,10175,25,10965
498131,AZ,INDIVIDUAL,2 years,,B,MORTGAGE,4/10/2021,6/12/2021,11/2/2021,Fully Paid,3/11/2021,638752,credit card,B1, 36 months,Not Verified,24000,0.183,296.34,0.099,9200,17,9874
734152,PA,INDIVIDUAL,2 years,AASHE,B,MORTGAGE,4/11/2021,5/14/2021,5/14/2021,Fully Paid,6/14/2021,930632,credit card,B1, 36 months,Not Verified,50750,0.134,320.94,0.096,10000,11,11554
436320,PA,INDIVIDUAL,2 years,Best Buy,B,MORTGAGE,8/9/2021,9/12/2021,12/9/2021,Fully Paid,10/12/2021,522062,credit card,B1, 36 months,Not Verified,26004,0.066,328.04,0.111,10000,20,11810
578813,MN,INDIVIDUAL,2 years,Family Eye Care Center,B,MORTGAGE,9/10/2021,10/15/2021,10/13/2021,Fully Paid,11/13/2021,744229,credit card,B2, 36 months,Not Verified,36000,0.214,326.21,0.108,10000,34,11744
512335,VA,INDIVIDUAL,2 years,Intersections Inc.,B,MORTGAGE,5/10/2021,5/16/2021,2/13/2021,Fully Paid,3/13/2021,661936,credit card,B3, 36 months,Not Verified,60000,0.234,195.36,0.106,6000,35,7024
465574,TX,INDIVIDUAL,2 years,Gilmer & Associates,B,MORTGAGE,12/9/2021,3/12/2021,12/4/2021,Fully Paid,5/12/2021,584268,credit card,B4, 36 months,Not Verified,77000,0.224,832.5,0.122,25000,28,29603
463797,GA,INDIVIDUAL,2 years,"Goodroe HealthCare Solutions, VHA Inc.",B,MORTGAGE,12/9/2021,1/11/2021,11/1/2021,Fully Paid,2/11/2021,580858,credit card,B4, 36 months,Not Verified,93000,0.106,599.4,0.122,18000,19,19904
417127,IL,INDIVIDUAL,2 years,US Postal Service (USPS),B,MORTGAGE,6/9/2021,3/11/2021,11/3/2021,Fully Paid,4/11/2021,483128,credit card,B4, 36 months,Not Verified,45000,0.228,397.97,0.119,12000,30,13821
369118,CA,INDIVIDUAL,2 years,State of California,B,MORTGAGE,12/8/2021,3/16/2021,11/8/2021,Fully Paid,9/11/2021,379239,credit card,B5, 36 months,Not Verified,58200,0.160,433.1,0.122,13000,14,15380
1000673,FL,INDIVIDUAL,2 years,South Bay Hospital Sun City Center 33573,B,MORTGAGE,10/11/2021,2/14/2021,1/14/2021,Fully Paid,2/14/2021,1226329,credit card,B5, 36 months,Not Verified,60000,0.195,301.91,0.127,9000,25,10700
608112,NC,INDIVIDUAL,3 years,Education Management Systems,B,MORTGAGE,11/10/2021,9/11/2021,11/9/2021,Fully Paid,10/11/2021,780094,credit card,B1, 36 months,Not Verified,70000,0.053,349.19,0.089,11000,15,11723
